,CreditGrade,LoanStatus,ProsperScore,EmploymentStatus,StatedMonthlyIncome,MonthlyLoanPayment,LoanOriginalAmount,DebtToIncomeRatio,EstimatedLoss,diff_income_loan
21740,A,1,,Full-time,2500.0,43.55,1400,0.08,,1100.0
21741,B,1,,Full-time,4583.333333,529.89,15000,0.35,,-10416.666667000001
21742,E,1,,,4250.0,231.52,6001,0.23353000000000002,,-1751.0
21743,,1,2.0,Employed,2583.333333,181.99,2000,0.5,0.0874,583.333333
21744,,1,8.0,Full-time,10250.0,416.87,12000,0.1,0.0595,-1750.0
21745,,1,7.0,Employed,4583.333333,182.87,2000,0.1,0.061,2583.3333329999996
21746,,1,6.0,Full-time,7047.25,445.9,11000,0.23,0.1,-3952.75
21747,,1,9.0,Full-time,6333.333333,207.91,6500,0.09,0.015,-166.66666700000042
21748,HR,1,,Full-time,1083.333333,44.11,1000,0.5,,83.33333300000004
21749,,1,8.0,Employed,6625.0,106.93,3300,0.13,0.026,3325.0
21750,,1,9.0,Full-time,5406.75,255.7,8000,0.23,0.021,-2593.25
21751,D,1,,Full-time,7745.833333,362.16,10000,0.16,,-2254.1666670000004
21752,B,1,,Not available,4333.333333,32.27,1000,0.18,,3333.3333329999996
21753,,1,8.0,Employed,2250.0,246.07,9000,,0.0595,-6750.0
21754,,1,5.0,Employed,14166.666667,153.75,5000,0.15,0.1175,9166.666667
21755,AA,1,,Full-time,3062.5,178.01,5000,0.43,,-1937.5
21756,,1,7.0,Part-time,1750.0,101.06,2500,,0.1,-750.0
21757,D,1,,Full-time,7166.666667,289.93,7500,0.16,,-333.3333329999996
21758,,1,6.0,Employed,3583.333333,236.39,2500,0.33,0.108,1083.333333
21759,D,1,,Full-time,2609.083333,46.89,3000,0.06,,-390.91666699999996
21760,,1,1.0,Employed,1666.666667,136.98,4000,0.31,0.149,-2333.333333
21761,,1,6.0,Employed,8083.333333,190.08,2000,0.23,0.112,6083.333333
21762,,1,8.0,Full-time,6666.666667,40.83,1000,0.11,0.1,5666.666667
21763,,1,8.0,Employed,6383.083333,344.16,10000,0.25,0.0595,-3616.9166670000004
21764,D,1,,Not available,4416.666667,86.6,2500,0.16,,1916.6666670000004
21765,,1,9.0,Employed,5000.0,723.27,22500,0.14,0.0249,-17500.0
21766,,1,8.0,Employed,4416.666667,447.41,13000,0.15,0.0565,-8583.333332999999
21767,D,1,,Full-time,3004.166667,145.61,4000,0.12,,-995.833333
21768,,1,5.0,Employed,4035.166667,173.71,4000,0.42,0.165,35.16666699999996
21769,B,1,,Full-time,3750.0,254.33,7500,0.38,,-3750.0
21770,,1,7.0,Part-time,2166.666667,40.42,1000,,0.1,1166.666667
21771,D,1,,Not available,3333.333333,89.4,2550,0.11,,783.333333
21772,,1,9.0,Full-time,3750.0,84.94,2700,0.09,0.021,1050.0
21773,,1,6.0,Employed,10000.0,402.85,10000,0.29,0.112,0.0
21774,A,1,,Full-time,6000.0,30.88,1000,0.08,,5000.0
21775,B,1,,Full-time,3166.666667,180.85,5500,0.16,,-2333.333333
21776,,1,8.0,Self-employed,3083.333333,74.73,2000,,0.05,1083.333333
21777,,1,4.0,Employed,2333.333333,135.72,4000,0.23,0.0424,-1666.666667
21778,,1,9.0,Employed,12500.0,384.58,15000,0.13,0.0565,-2500.0
21779,,1,6.0,Employed,2083.333333,226.05,6000,0.18,0.087,-3916.666667
21780,,1,6.0,Full-time,8583.333333,102.73,2300,0.13,0.147,6283.3333330000005
21781,,1,5.0,Full-time,6958.333333,108.57,2400,0.2,0.18,4558.333333
21782,D,1,,Full-time,4523.916667,143.62,4000,0.07,,523.9166670000004
21783,,1,4.0,Full-time,2875.0,90.47,2000,0.09,0.18,875.0
21784,A,1,,Full-time,7916.666667,97.93,3000,0.22,,4916.666667
21785,D,1,,Not available,500.0,152.51,4000,0.71,,-3500.0
21786,,1,5.0,Employed,4333.333333,173.71,4000,0.44,0.165,333.3333329999996
21787,E,1,,Full-time,4833.333333,168.36,4300,0.14,,533.3333329999996
21788,,1,10.0,Employed,4166.666667,92.4,4300,0.2,0.0274,-133.33333299999958
21789,AA,1,,Full-time,10166.666667,480.14,15000,0.19,,-4833.3333330000005
21790,,1,8.0,Employed,8333.333333,254.14,8000,0.15,0.0595,333.3333330000005
21791,,1,6.0,Employed,4583.333333,408.2,10000,0.26,0.112,-5416.666667
21792,C,1,,Not available,5000.0,104.73,3000,0.36,,2000.0
21793,D,1,,Full-time,6992.083333,134.48,3500,0.3,,3492.0833329999996
21794,C,1,,Full-time,3583.333333,98.22,3000,0.08,,583.333333
21795,C,1,,Full-time,6666.666667,181.39,6000,0.3,,666.6666670000004
21796,,1,9.0,Employed,7500.0,247.08,2800,0.07,0.038,4700.0
21797,,1,9.0,Full-time,4583.333333,0.0,1000,0.1,0.065,3583.3333329999996
21798,E,1,,Not available,2916.666667,125.76,3001,0.38,,-84.33333300000004
21799,C,1,,Full-time,5833.333333,321.71,9000,0.17,,-3166.6666670000004
21800,,1,8.0,Employed,12916.666667,424.93,13000,0.13,0.0299,-83.3333330000005
21801,,1,8.0,Employed,6000.0,92.43,2600,0.18,0.0599,3400.0
21802,HR,1,,Full-time,3333.333333,0.0,4500,0.04,,-1166.666667
21803,C,1,,Full-time,2000.0,89.35,3200,0.35,,-1200.0
21804,HR,1,,,3833.333333,78.2,2000,0.0204,,1833.333333
21805,HR,1,,,3916.666667,6.75,2000,0.03,,1916.666667
21806,B,1,,,10833.333333,194.34,6000,0.08995,,4833.3333330000005
21807,,1,9.0,Employed,7366.666667,258.31,3000,0.16,0.033,4366.666667
21808,,1,8.0,Employed,4416.666667,412.99,12000,0.18,0.0565,-7583.333333
21809,,1,9.0,Employed,5541.666667,320.98,10000,0.21,0.02,-4458.333333
21810,B,1,,Not available,4166.666667,240.95,7000,0.14,,-2833.3333329999996
21811,AA,1,,Full-time,3750.0,306.54,9500,0.49,,-5750.0
21812,B,1,,Full-time,6333.333333,427.83,12000,0.32,,-5666.666667
21813,D,1,,Not available,1520.0,232.26,6000,0.16,,-4480.0
21814,,1,9.0,Employed,5833.333333,289.31,9000,0.1,0.0249,-3166.6666670000004
21815,E,1,,Full-time,2500.0,39.16,1000,0.29,,1500.0
21816,AA,1,,Not available,6666.666667,30.88,1000,0.04,,5666.666667
21817,,1,8.0,Employed,3333.333333,216.88,6000,0.08,0.0595,-2666.666667
21818,,1,7.0,Employed,7033.333333,172.76,4000,0.55,0.1575,3033.3333329999996
21819,,1,10.0,Full-time,9166.666667,48.68,1500,0.23,0.021,7666.6666669999995
21820,C,1,,Not available,1800.0,131.73,3800,0.84,,-2000.0
21821,C,1,,Full-time,5833.333333,53.48,1500,0.18,,4333.333333
21822,,1,3.0,Full-time,4333.333333,158.33,3500,0.3,0.24,833.3333329999996
21823,,1,8.0,Full-time,4166.666667,492.5,15000,0.79,0.021,-10833.333332999999
21824,,1,9.0,Full-time,2500.0,109.21,3000,0.09,0.021,-500.0
21825,,1,3.0,Full-time,2047.5,290.18,10000,0.92,0.085,-7952.5
21826,,1,6.0,Employed,2500.0,238.91,6000,0.6,0.112,-3500.0
21827,,1,2.0,Self-employed,4416.666667,174.2,4000,,0.165,416.6666670000004
21828,,1,4.0,Full-time,2208.333333,217.13,4800,0.48,0.19,-2591.666667
21829,,1,4.0,Full-time,6583.333333,113.09,2500,0.17,0.183,4083.3333329999996
21830,,1,6.0,Full-time,5666.666667,40.26,1000,,0.1,4666.666667
21831,B,1,,Full-time,458.333333,168.47,5000,1.81,,-4541.666667
21832,B,1,,Not available,2062.666667,40.17,3500,0.06,,-1437.333333
21833,,1,6.0,Employed,7750.0,237.6,2500,0.19,0.112,5250.0
21834,,1,8.0,Employed,3500.0,351.66,4000,0.12,0.0595,-500.0
21835,A,1,,Full-time,3333.333333,496.0,15000,0.2,,-11666.666667
21836,B,1,,Full-time,4583.333333,325.98,9500,0.21,,-4916.666667
21837,,1,1.0,Self-employed,3750.0,90.75,2500,,0.345,1250.0
21838,,1,7.0,Employed,10416.666667,316.34,7500,0.3,0.108,2916.6666669999995
21839,,1,8.0,Employed,3194.916667,136.71,5000,0.1,0.0595,-1805.083333
21840,,1,4.0,Employed,1920.0,108.18,2500,0.22,0.147,-580.0
21841,,1,6.0,Employed,10416.666667,584.25,15000,0.22,0.1025,-4583.3333330000005
21842,,1,4.0,Employed,7083.333333,114.65,3000,,0.085,4083.3333329999996
21843,C,1,,Not available,2166.666667,170.65,5000,0.58,,-2833.333333
21844,AA,1,,Not available,12500.0,93.3,3000,0.15,,9500.0
21845,D,1,,Full-time,2500.0,16.3,1000,0.39,,1500.0
21846,,1,7.0,Employed,6000.0,100.38,2500,0.18,0.105,3500.0
21847,C,1,,Full-time,7439.416667,359.52,10000,0.11,,-2560.5833329999996
21848,HR,1,,Full-time,3199.0,65.92,1750,0.12,,1449.0
21849,A,1,,Full-time,5139.083333,88.23,2500,0.36,,2639.0833329999996
21850,,1,4.0,Full-time,4166.666667,39.02,1000,0.3,0.183,3166.6666670000004
21851,,1,5.0,Full-time,4500.0,738.25,20000,0.46,0.062,-15500.0
21852,AA,1,,Retired,3333.333333,494.43,15000,0.18,,-11666.666667
21853,,1,8.0,Employed,3500.0,377.92,10500,0.24,0.0565,-7000.0
21854,E,1,,Full-time,2432.666667,82.92,2000,0.25,,432.66666699999996
21855,D,1,,Not available,5000.0,172.59,5000,0.17,,0.0
21856,,1,8.0,Employed,4583.333333,168.89,4000,0.13,0.147,583.3333329999996
21857,,1,8.0,Full-time,4465.583333,170.04,5000,0.15,0.0495,-534.4166670000004
21858,D,1,,Full-time,2920.75,143.59,3800,0.31,,-879.25
21859,,1,10.0,Full-time,14166.666667,47.28,1500,0.06,0.021,12666.666667
21860,A,1,,Full-time,6770.833333,245.12,7100,0.16,,-329.1666670000004
21861,,1,8.0,Part-time,2833.333333,291.25,9000,0.29,0.021,-6166.6666669999995
21862,,1,9.0,Full-time,7000.0,391.39,12000,0.16,0.02,-5000.0
21863,,1,4.0,Employed,6190.166667,146.66,4000,0.49,0.065,2190.1666670000004
21864,B,1,,Full-time,16250.0,263.69,8000,0.17,,8250.0
21865,AA,1,,Full-time,4791.666667,92.63,3000,0.16,,1791.6666670000004
21866,C,1,,Full-time,9166.666667,320.78,9500,0.13,,-333.3333330000005
21867,A,1,,Full-time,4250.0,203.99,6500,0.33,,-2250.0
21868,A,1,,Full-time,4291.666667,195.86,6000,0.21,,-1708.3333329999996
21869,D,1,,Not available,4750.0,226.05,6000,0.22,,-1250.0
21870,,1,7.0,Full-time,2750.0,77.42,2000,0.23,0.1,750.0
21871,D,1,,Full-time,5833.333333,39.57,1200,0.13,,4633.333333
21872,,1,6.0,Employed,9500.0,265.8,3000,0.27,0.0499,6500.0
21873,,1,8.0,Employed,14500.0,399.41,15000,0.12,0.0599,-500.0
21874,,1,10.0,Employed,6666.666667,451.43,21500,0.22,0.0224,-14833.333332999999
21875,A,1,,Full-time,2083.333333,222.44,7000,0.32,,-4916.6666669999995
21876,B,1,,Not available,9416.666667,88.73,2750,0.14,,6666.6666669999995
21877,D,1,,Full-time,2355.0,115.84,3300,0.17,,-945.0
21878,C,1,,Full-time,2583.333333,271.42,6000,0.15,,-3416.666667
21879,D,1,,Full-time,7750.0,124.34,4950,0.3,,2800.0
21880,E,1,,Full-time,7500.0,45.24,1000,0.17,,6500.0
21881,,1,6.0,Employed,4363.0,402.85,10000,0.29,0.112,-5637.0
21882,,1,7.0,Employed,3500.0,204.1,5000,0.15,0.112,-1500.0
21883,E,1,,Full-time,2933.333333,0.0,1000,0.13,,1933.333333
21884,A,1,,Full-time,5291.666667,110.4,3500,0.12,,1791.6666670000004
21885,C,1,,Full-time,9693.333333,165.51,5200,0.23,,4493.3333330000005
21886,A,1,,,3116.666667,160.22,5000,0.13,,-1883.333333
21887,B,1,,Full-time,2500.0,69.9,2000,0.05,,500.0
21888,,1,8.0,Full-time,5916.666667,160.71,3985,0.28,0.08,1931.6666670000004
21889,B,1,,,2666.666667,206.35,5800,0.29,,-3133.333333
21890,,1,5.0,Employed,6750.0,136.95,4800,0.11,0.0925,1950.0
21891,B,1,,Full-time,1200.0,146.5,4000,0.45,,-2800.0
21892,,1,9.0,Part-time,2500.0,111.34,3000,0.35,0.065,-500.0
21893,,1,6.0,Employed,12133.333333,122.46,3000,0.05,0.112,9133.333333
21894,,1,7.0,Employed,4750.0,367.38,9000,0.15,0.112,-4250.0
21895,C,1,,Full-time,3500.0,185.03,5000,0.23,,-1500.0
21896,E,1,,Full-time,2716.666667,143.17,3800,0.11,,-1083.333333
21897,B,1,,Full-time,7083.333333,99.03,4000,0.15,,3083.3333329999996
21898,,1,7.0,Employed,5833.333333,493.93,15000,0.22,0.038,-9166.666667000001
21899,E,1,,Full-time,2500.0,209.53,5000,0.54,,-2500.0
21900,,1,3.0,Full-time,6583.333333,241.81,6400,0.24,0.085,183.33333299999958
21901,E,1,,Not available,4833.333333,102.48,3000,0.12,,1833.3333329999996
21902,,1,6.0,Employed,2916.666667,285.74,7000,0.66,0.112,-4083.333333
21903,,1,9.0,Full-time,2500.0,83.04,2500,0.59,0.021,0.0
21904,,1,9.0,Employed,5166.666667,96.44,3000,0.05,0.0249,2166.6666670000004
21905,,1,4.0,Employed,1291.666667,130.65,3000,0.1,0.195,-1708.333333
21906,C,1,,Full-time,3250.0,175.29,5000,0.17,,-1750.0
21907,B,1,,Full-time,5250.0,148.65,4000,0.61,,1250.0
21908,B,1,,Full-time,3466.666667,269.46,8700,0.28,,-5233.3333330000005
21909,,1,5.0,Employed,3833.333333,592.6,15000,0.33,0.119,-11166.666667
21910,AA,1,,Full-time,3166.666667,31.79,1025,0.2,,2141.666667
21911,,1,7.0,Full-time,8375.0,40.49,1000,0.14,0.1,7375.0
21912,D,1,,Full-time,4333.333333,314.2,9000,0.36,,-4666.666667
21913,,1,8.0,Full-time,5833.333333,356.49,11000,0.23,0.021,-5166.666667
21914,,1,1.0,Employed,3333.333333,173.71,4000,0.41,0.1675,-666.666667
21915,,1,7.0,Employed,3750.0,122.46,3000,0.05,0.112,750.0
21916,,1,9.0,Full-time,3000.0,79.73,2500,0.4,0.021,500.0
21917,,1,9.0,Full-time,5950.0,92.97,2500,0.29,0.065,3450.0
21918,,1,6.0,Full-time,2666.666667,334.29,7750,0.47,0.1,-5083.3333330000005
21919,,1,7.0,Full-time,5666.666667,204.8,5000,0.06,0.1,666.6666670000004
21920,D,1,,Part-time,2126.666667,218.16,6250,0.18,,-4123.3333330000005
21921,E,1,,Full-time,3750.0,96.77,2500,0.36,,1250.0
21922,C,1,,,4583.333333,313.93,9900,0.24,,-5316.666667
21923,,1,9.0,Full-time,3500.0,255.7,8000,0.35,0.021,-4500.0
21924,,1,5.0,Other,1000.0,84.36,2000,,0.108,-1000.0
21925,E,1,,Not available,5000.0,96.38,2300,0.24,,2700.0
21926,C,1,,Full-time,11500.0,403.22,11000,0.28,,500.0
21927,C,1,,Full-time,7416.666667,368.08,10000,0.24,,-2583.3333329999996
21928,,1,5.0,Employed,6250.0,173.71,4000,0.13,0.1625,2250.0
21929,D,1,,Full-time,2333.333333,120.39,3000,0.29,,-666.666667
21930,D,1,,Not available,6666.666667,213.92,6000,0.13,,666.6666670000004
21931,D,1,,Part-time,1833.3333329999998,152.35,4500,0.39,,-2666.6666670000004
21932,C,1,,Full-time,2941.666667,234.79,6500,0.25,,-3558.333333
21933,,1,8.0,Full-time,6000.0,263.43,8000,0.18,0.021,-2000.0
21934,E,1,,Full-time,4666.666667,137.31,3500,0.04,,1166.6666670000004
21935,,1,4.0,Employed,8023.416667,86.28,2000,0.1,0.183,6023.416667
21936,,1,7.0,Retired,4583.333333,123.28,3000,0.24,0.108,1583.3333329999996
21937,C,1,,Full-time,2083.333333,100.74,2900,0.3,,-816.666667
21938,AA,1,,Full-time,4333.333333,30.76,1000,0.11,,3333.3333329999996
21939,E,1,,Full-time,7855.833333,118.31,3100,0.19,,4755.833333
21940,,1,6.0,Employed,4466.666667,100.71,2500,0.24,0.108,1966.6666670000004
21941,,1,5.0,Employed,1833.3333329999998,73.06,1700,,0.142,133.3333329999998
21942,AA,1,,Retired,2500.0,111.3,3500,0.19,,-1000.0
21943,HR,1,,Not available,3614.166667,0.0,1000,0.24,,2614.166667
21944,,1,9.0,Full-time,2916.666667,49.82,1500,0.14,0.065,1416.666667
21945,,1,8.0,Employed,8008.333333,282.28,8500,0.14,0.0349,-491.6666670000004
21946,AA,1,,,5750.0,6.43,2000,0.0315,,3750.0
21947,E,1,,Full-time,3333.333333,57.21,1500,0.39,,1833.333333
21948,,1,3.0,Employed,5000.0,332.99,8500,0.24,0.1075,-3500.0
21949,,1,4.0,Employed,6666.666667,191.73,2000,0.22,0.147,4666.666667
21950,,1,9.0,Full-time,9307.833333,433.19,5000,0.08,0.02,4307.8333330000005
21951,AA,1,,Self-employed,7500.0,157.4,5000,0.14,,2500.0
21952,D,1,,Not available,3750.0,131.2,3500,0.52,,250.0
21953,,1,3.0,Employed,17083.333333000002,386.42,10000,0.32,0.099,7083.333333000002
21954,,1,8.0,Employed,7166.666667,168.89,4000,0.1,0.147,3166.6666670000004
21955,,1,7.0,Self-employed,3333.333333,0.0,2000,,0.088,1333.333333
21956,D,1,,Full-time,4166.666667,185.82,5000,0.17,,-833.3333329999996
21957,A,1,,Full-time,8083.333333,158.97,4999,0.05,,3084.3333329999996
21958,,1,8.0,Employed,3333.333333,105.86,3000,0.23,0.0565,333.33333300000004
21959,,1,6.0,Employed,1166.666667,224.34,5000,0.34,0.142,-3833.333333
21960,,1,8.0,Full-time,8358.333333,247.37,6000,0.17,0.098,2358.3333330000005
21961,,1,7.0,Employed,4000.0,269.84,3000,0.07,0.088,1000.0
21962,D,1,,Not available,4166.666667,46.73,1550,0.16,,2616.6666670000004
21963,AA,1,,Full-time,8333.333333,480.14,15000,0.12,,-6666.6666669999995
21964,,1,8.0,Full-time,6666.666667,101.07,3000,0.22,0.0495,3666.6666670000004
21965,C,1,,Full-time,3000.0,435.18,12500,0.15,,-9500.0
21966,D,1,,Not available,16666.666666999998,32.27,1000,0.14,,15666.666666999998
21967,,1,5.0,Employed,2737.25,151.99,3500,0.35,0.1625,-762.75
21968,,1,8.0,Full-time,7856.666667,247.26,7250,0.29,0.05,606.6666670000004
21969,C,1,,Full-time,3500.0,75.35,2000,0.24,,1500.0
21970,,1,8.0,Employed,18333.333333000002,376.35,15000,0.14,0.038,3333.3333330000023
21971,C,1,,Not available,6666.666667,572.09,15500,0.29,,-8833.333332999999
21972,,1,8.0,Employed,17500.0,648.07,20000,0.1,0.026,-2500.0
21973,A,1,,Full-time,2416.666667,426.84,13000,0.23,,-10583.333333
21974,A,1,,Full-time,5833.333333,343.48,9000,0.12,,-3166.6666670000004
21975,HR,1,,Full-time,4416.666667,67.09,1500,0.14,,2916.6666670000004
21976,,1,10.0,Employed,5647.833333,300.67,3500,0.16,0.0074,2147.8333329999996
21977,,1,7.0,Employed,6508.333333,286.39,7500,0.19,0.098,-991.6666670000004
21978,,1,3.0,Employed,2872.333333,163.28,4000,0.12,0.1325,-1127.666667
21979,,1,5.0,Employed,10000.0,224.34,5000,0.3,0.142,5000.0
21980,,1,3.0,Employed,3333.333333,141.24,5000,0.39,0.1075,-1666.666667
21981,,1,8.0,Employed,7500.0,259.35,10000,0.08,0.0595,-2500.0
21982,B,1,,Full-time,3750.0,341.53,10000,0.25,,-6250.0
21983,,1,7.0,Employed,6071.833333,600.3,21500,0.31,0.0674,-15428.166667000001
21984,,1,5.0,Employed,2166.666667,147.64,4000,0.43,0.0824,-1833.333333
21985,,1,10.0,Retired,3333.333333,424.6,13500,0.16,0.0155,-10166.666667
21986,,1,7.0,Other,3666.666667,348.37,10000,0.58,0.0599,-6333.3333330000005
21987,B,1,,Full-time,3602.0,396.97,11200,0.38,,-7598.0
21988,C,1,,Not available,3833.333333,275.37,8000,0.16,,-4166.6666669999995
21989,,1,8.0,Employed,5000.0,521.08,15000,0.21,0.0595,-10000.0
21990,,1,3.0,Full-time,6500.0,180.69,4500,0.32,0.105,2000.0
21991,,1,9.0,Employed,5000.0,224.69,7000,0.09,0.02,-2000.0
21992,,1,4.0,Employed,3858.333333,515.58,15000,0.39,0.0474,-11141.666667
21993,D,1,,Full-time,3333.333333,120.07,3000,,,333.33333300000004
21994,D,1,,Full-time,2916.666667,100.07,2700,0.08,,216.66666699999996
21995,,1,2.0,Employed,3416.666667,86.3,2000,0.62,0.165,1416.666667
21996,,1,8.0,Employed,5000.0,173.38,2000,0.18,0.0224,3000.0
21997,AA,1,,Full-time,4166.666667,30.88,1000,0.05,,3166.6666670000004
21998,,1,4.0,Employed,4166.666667,173.71,4000,0.35,0.1625,166.66666700000042
21999,,1,7.0,Employed,4250.0,561.21,15000,0.31,0.089,-10750.0
22000,C,1,,Not available,3083.333333,49.22,1400,0.31,,1683.333333
22001,,1,5.0,Self-employed,6333.333333,305.13,7500,,0.098,-1166.6666670000004
22002,,1,3.0,Employed,4583.333333,86.26,2000,0.18,0.149,2583.3333329999996
22003,,1,9.0,Full-time,5666.666667,159.46,5000,0.14,0.021,666.6666670000004
22004,,1,4.0,Employed,4416.666667,173.71,4000,0.27,0.1675,416.6666670000004
22005,,1,8.0,Full-time,1800.0,164.66,4750,0.19,0.05,-2950.0
22006,AA,1,,Full-time,3382.5,35.86,1200,0.08,,2182.5
22007,D,1,,Full-time,6000.0,148.06,4100,0.25,,1900.0
22008,C,1,,Full-time,3394.833333,246.96,7000,0.3,,-3605.166667
22009,E,1,,Full-time,6083.333333,95.62,2200,0.31,,3883.3333329999996
22010,AA,1,,Not available,10416.666667,441.3,14000,0.04,,-3583.3333330000005
22011,AA,1,,Full-time,6666.666667,29.89,1000,0.01,,5666.666667
22012,D,1,,Full-time,3825.0,36.98,1100,0.4,,2725.0
22013,,1,5.0,Employed,2083.333333,172.6,4000,,0.165,-1916.666667
22014,C,1,,Full-time,1083.333333,142.61,4000,0.2,,-2916.666667
22015,,1,8.0,Full-time,5067.166667,259.23,8000,0.16,0.026,-2932.8333329999996
22016,D,1,,Full-time,1416.666667,234.01,6500,0.2,,-5083.3333330000005
22017,C,1,,Not available,3837.75,358.27,10000,0.3,,-6162.25
22018,AA,1,,Full-time,4666.666667,108.36,3500,0.06,,1166.6666670000004
22019,HR,1,,Part-time,1669.0,0.0,1000,0.04,,669.0
22020,,1,7.0,Full-time,6416.666667,176.85,4375,0.1,0.1,2041.6666670000004
22021,HR,1,,Full-time,3333.333333,72.3,2000,0.32,,1333.333333
22022,,1,10.0,Employed,4600.0,229.14,7000,0.14,0.0495,-2400.0
22023,D,1,,Full-time,6000.0,120.13,3500,0.21,,2500.0
22024,,1,9.0,Full-time,2291.666667,31.5,1000,0.1,0.021,1291.666667
22025,E,1,,Not available,2083.333333,226.05,6000,0.37,,-3916.666667
22026,AA,1,,Not available,5516.666667,156.68,5000,0.08,,516.6666670000004
22027,,1,8.0,Employed,4000.0,216.88,6000,0.14,0.0595,-2000.0
22028,AA,1,,,4583.333333,236.78,9000,0.17442,,-4416.666667
22029,A,1,,Not available,3333.333333,112.12,3500,0.18,,-166.66666699999996
22030,,1,9.0,Employed,5583.333333,327.15,10000,0.17,0.035,-4416.666667
22031,,1,6.0,Employed,7833.333333,285.74,7000,0.17,0.108,833.3333329999996
22032,,1,10.0,Employed,4110.0,299.61,3500,0.11,0.0155,610.0
22033,HR,1,,,5666.666667,133.67,3500,0.17,,2166.6666670000004
22034,C,1,,Full-time,2166.666667,32.23,1000,0.1,,1166.666667
22035,,1,4.0,Employed,4166.666667,275.74,3000,0.28,0.0765,1166.6666670000004
22036,A,1,,Full-time,2333.333333,163.22,5000,0.09,,-2666.666667
22037,,1,8.0,Full-time,7382.083333,170.52,5000,,0.05,2382.0833329999996
22038,AA,1,,Not available,5000.0,322.67,10000,0.32,,-5000.0
22039,,1,5.0,Employed,5833.333333,96.06,2200,0.06,0.142,3633.3333329999996
22040,C,1,,Full-time,6750.0,108.12,3001,0.08,,3749.0
22041,,1,9.0,Full-time,3333.333333,111.34,3000,0.33,0.065,333.33333300000004
22042,C,1,,Full-time,6666.666667,173.57,5000,0.04,,1666.6666670000004
22043,AA,1,,Full-time,7333.333333,156.68,5000,0.11,,2333.3333329999996
22044,HR,1,,Not available,1750.0,106.86,2550,0.13,,-800.0
22045,E,1,,Full-time,3663.416667,0.0,3000,0.13,,663.416667
22046,,1,10.0,Employed,8416.666667,299.61,3500,0.07,0.0155,4916.6666669999995
22047,,1,4.0,Employed,4516.666667,90.47,2000,0.3,0.183,2516.6666670000004
22048,HR,1,,Part-time,2500.0,42.09,3000,0.08,,-500.0
22049,E,1,,,10000.0,110.86,3000,0.1002,,7000.0
22050,D,1,,Full-time,1300.0,74.28,3000,0.1,,-1700.0
22051,B,1,,Full-time,8916.666667,214.32,7000,0.22,,1916.6666669999995
22052,,1,9.0,Full-time,3000.0,77.77,2500,0.03,0.015,500.0
22053,,1,7.0,Employed,8750.0,53.48,1500,0.17,0.098,7250.0
22054,,1,8.0,Employed,6250.0,165.7,4600,0.09,0.0649,1650.0
22055,HR,1,,Not available,6666.666667,125.72,3000,0.06,,3666.6666670000004
22056,,1,5.0,Employed,7500.0,173.71,4000,0.15,0.165,3500.0
22057,,1,5.0,Employed,5930.0,173.71,4000,,0.165,1930.0
22058,,1,9.0,Full-time,6666.666667,177.34,5500,0.07,0.021,1166.6666670000004
22059,,1,8.0,Employed,6886.666667,369.04,10000,0.07,0.087,-3113.3333329999996
22060,A,1,,,7666.666667,33.74,1000,0.15142,,6666.666667
22061,D,1,,Full-time,4333.333333,137.29,4000,0.1,,333.3333329999996
22062,D,1,,Full-time,7500.0,141.62,4000,0.07,,3500.0
22063,,1,6.0,Employed,5833.333333,163.28,4000,0.16,0.112,1833.3333329999996
22064,AA,1,,Full-time,5000.0,31.57,1000,0.12,,4000.0
22065,,1,8.0,Employed,2750.0,125.67,5000,0.18,0.0449,-2250.0
22066,,1,6.0,Employed,7000.0,12.33,25000,0.25,0.0724,-18000.0
22067,AA,1,,Full-time,5833.333333,443.24,14000,0.23,,-8166.666667
22068,B,1,,Part-time,3132.5,211.9,6200,0.33,,-3067.5
22069,AA,1,,Full-time,10833.333333,300.77,9500,0.1,,1333.3333330000005
22070,,1,5.0,Employed,3016.666667,173.09,4000,0.52,0.147,-983.333333
22071,C,1,,Full-time,5000.0,193.96,6000,0.21,,-1000.0
22072,,1,3.0,Employed,8750.0,659.72,18000,0.21,0.0724,-9250.0
22073,,1,4.0,Full-time,9166.666667,172.56,4000,0.27,0.183,5166.6666669999995
22074,,1,8.0,Employed,4333.333333,282.03,11000,0.12,0.0565,-6666.666667
22075,,1,5.0,Employed,2666.666667,489.85,5500,0.34,0.0574,-2833.333333
22076,E,1,,Full-time,7750.0,60.54,1700,0.07,,6050.0
22077,,1,4.0,Other,791.666667,173.71,4000,,0.165,-3208.333333
22078,,1,10.0,Full-time,9750.0,476.83,15250,0.1,0.013,-5500.0
22079,,1,3.0,Employed,10500.0,391.62,14000,0.16,0.0749,-3500.0
22080,C,1,,Self-employed,3250.0,584.96,16000,0.2,,-12750.0
22081,,1,5.0,Self-employed,12500.0,285.74,7000,,0.112,5500.0
22082,,1,9.0,Employed,5072.833333,0.0,4900,0.18,0.0325,172.83333299999958
22083,,1,7.0,Employed,5833.333333,81.64,2000,0.14,0.108,3833.3333329999996
22084,,1,10.0,Full-time,6250.0,0.0,3000,0.22,0.006,3250.0
22085,,1,8.0,Full-time,5000.0,50.22,1200,0.19,0.147,3800.0
22086,A,1,,Full-time,3583.333333,326.27,10000,0.25,,-6416.6666669999995
22087,E,1,,Full-time,5833.333333,53.61,1200,0.14,,4633.333333
